"id";"timestamp";"activity"
"813";"01-01-1970 02:06:30.200";"IN_6_3-x"
"782";"01-01-1970 02:06:30.400";"IN_2_3-x"
"812";"01-01-1970 02:06:30.600";"IN_4_3-x"
"807";"01-01-1970 02:06:31.000";"IN_5_3-x"
"753";"01-01-1970 02:06:31.500";"y-S1_0"
"767";"01-01-1970 02:06:32.700";"IN_6_3-x"
"782";"01-01-1970 02:06:33.400";"IN_3_3-x"
"805";"01-01-1970 02:06:34.100";"IN_5_3-x"
"782";"01-01-1970 02:06:35.600";"IN_4_3-x"
"797";"01-01-1970 02:06:36.300";"IN_7_3-y"
"817";"01-01-1970 02:06:36.400";"IN_5_3-x"
"825";"01-01-1970 02:06:37.700";"IN_1_0"
"823";"01-01-1970 02:06:37.700";"IN_2_0"
"821";"01-01-1970 02:06:37.700";"IN_3_0"
"819";"01-01-1970 02:06:37.700";"IN_4_0"
"824";"01-01-1970 02:06:37.700";"IN_5_0"
"820";"01-01-1970 02:06:37.700";"IN_6_0"
"822";"01-01-1970 02:06:37.700";"IN_7_0"
"807";"01-01-1970 02:06:38.500";"IN_6_3-x"
"718";"01-01-1970 02:06:40.400";"IN_5_3-x"
"805";"01-01-1970 02:06:41.600";"IN_6_3-x"
"813";"01-01-1970 02:06:41.700";"IN_7_3-y"
"793";"01-01-1970 02:06:43.300";"y-S1_0"
"817";"01-01-1970 02:06:43.800";"IN_6_3-x"
"767";"01-01-1970 02:06:44.300";"IN_7_3-y"
"771";"01-01-1970 02:06:45.000";"IN_5_3-x"
"781";"01-01-1970 02:06:45.700";"IN_2_3-x"
"791";"01-01-1970 02:06:46.400";"y-S1_0"
"804";"01-01-1970 02:06:47.200";"IN_5_3-x"
"718";"01-01-1970 02:06:47.900";"IN_6_3-x"
"806";"01-01-1970 02:06:48.100";"y-S1_0"
"781";"01-01-1970 02:06:48.600";"IN_3_3-x"
"806";"01-01-1970 02:06:49.400";"y-S2_0"
"807";"01-01-1970 02:06:50.100";"IN_7_3-y"
"781";"01-01-1970 02:06:50.800";"IN_4_3-x"
"771";"01-01-1970 02:06:52.500";"IN_6_3-x"
"805";"01-01-1970 02:06:53.200";"IN_7_3-y"
"804";"01-01-1970 02:06:54.700";"IN_6_3-x"
"817";"01-01-1970 02:06:55.400";"IN_7_3-y"
"810";"01-01-1970 02:06:55.600";"y-S1_0"
"790";"01-01-1970 02:06:58.000";"y-S1_0"
"718";"01-01-1970 02:06:59.500";"IN_7_3-y"
"760";"01-01-1970 02:06:59.500";"y-S1_0"
"821";"01-01-1970 02:07:00.000";"IN_3_3-x"
"760";"01-01-1970 02:07:00.800";"y-S2_0"
"822";"01-01-1970 02:07:01.100";"IN_7_3-y"
"821";"01-01-1970 02:07:02.100";"IN_4_3-x"
"771";"01-01-1970 02:07:04.100";"IN_7_3-y"
"820";"01-01-1970 02:07:04.900";"IN_6_3-x"
"819";"01-01-1970 02:07:05.300";"IN_4_3-x"
"818";"01-01-1970 02:07:06.000";"IN_1_3-x"
"804";"01-01-1970 02:07:06.300";"IN_7_3-y"
"832";"01-01-1970 02:07:06.800";"IN_1_0"
"830";"01-01-1970 02:07:06.800";"IN_2_0"
"828";"01-01-1970 02:07:06.800";"IN_3_0"
"826";"01-01-1970 02:07:06.800";"IN_4_0"
"831";"01-01-1970 02:07:06.800";"IN_5_0"
"827";"01-01-1970 02:07:06.800";"IN_6_0"
"829";"01-01-1970 02:07:06.800";"IN_7_0"
"818";"01-01-1970 02:07:08.100";"IN_2_3-x"
"777";"01-01-1970 02:07:09.900";"z-x"
"824";"01-01-1970 02:07:11.100";"IN_5_3-x"
"818";"01-01-1970 02:07:11.100";"IN_3_3-x"
"800";"01-01-1970 02:07:13.300";"y-S1_0"
"818";"01-01-1970 02:07:13.300";"IN_4_3-x"
"0";"01-01-1970 02:07:14.400";"IN_5_3-x"
"820";"01-01-1970 02:07:16.400";"IN_7_3-y"
"798";"01-01-1970 02:07:16.400";"y-S1_0"
"725";"01-01-1970 02:07:16.700";"IN_5_3-x"
"811";"01-01-1970 02:07:18.200";"IN_5_3-x"
"824";"01-01-1970 02:07:18.500";"IN_6_3-x"
"777";"01-01-1970 02:07:18.700";"IN_1_3-x"
"711";"01-01-1970 02:07:19.700";"y-S1_0"
"774";"01-01-1970 02:07:19.700";"IN_5_3-x"
"777";"01-01-1970 02:07:20.900";"IN_2_3-x"
"711";"01-01-1970 02:07:21.000";"y-S2_0"
"815";"01-01-1970 02:07:21.100";"y-S1_0"
"0";"01-01-1970 02:07:21.900";"IN_6_3-x"
"778";"01-01-1970 02:07:22.000";"IN_5_3-x"
"711";"01-01-1970 02:07:22.300";"y-S3_0"
"711";"01-01-1970 02:07:23.600";"y-S4_0"
"814";"01-01-1970 02:07:23.700";"IN_5_3-x"
"777";"01-01-1970 02:07:23.900";"IN_3_3-x"
"725";"01-01-1970 02:07:24.200";"IN_6_3-x"
"811";"01-01-1970 02:07:25.700";"IN_6_3-x"
"777";"01-01-1970 02:07:26.100";"IN_4_3-x"
"812";"01-01-1970 02:07:26.800";"IN_5_3-x"
"774";"01-01-1970 02:07:27.200";"IN_6_3-x"
"828";"01-01-1970 02:07:29.100";"IN_3_3-x"
"797";"01-01-1970 02:07:29.200";"y-S1_0"
"788";"01-01-1970 02:07:29.400";"IN_2_3-x"
"778";"01-01-1970 02:07:29.500";"IN_6_3-x"
"824";"01-01-1970 02:07:30.100";"IN_7_3-y"
"828";"01-01-1970 02:07:31.200";"IN_4_3-x"
"814";"01-01-1970 02:07:31.200";"IN_6_3-x"
"782";"01-01-1970 02:07:31.900";"IN_5_3-x"
"788";"01-01-1970 02:07:32.300";"IN_3_3-x"
"0";"01-01-1970 02:07:33.500";"IN_7_3-y"
"812";"01-01-1970 02:07:34.300";"IN_6_3-x"
"788";"01-01-1970 02:07:34.500";"IN_4_3-x"
"813";"01-01-1970 02:07:34.600";"y-S1_0"
"725";"01-01-1970 02:07:35.800";"IN_7_3-y"
"827";"01-01-1970 02:07:36.000";"IN_6_3-x"
"826";"01-01-1970 02:07:36.100";"IN_4_3-x"
"767";"01-01-1970 02:07:37.200";"y-S1_0"
"811";"01-01-1970 02:07:37.300";"IN_7_3-y"
"774";"01-01-1970 02:07:38.800";"IN_7_3-y"
"782";"01-01-1970 02:07:39.400";"IN_6_3-x"
"831";"01-01-1970 02:07:40.200";"IN_5_3-x"
"825";"01-01-1970 02:07:40.700";"IN_1_3-x"
"778";"01-01-1970 02:07:41.100";"IN_7_3-y"
"814";"01-01-1970 02:07:42.800";"IN_7_3-y"
"825";"01-01-1970 02:07:42.800";"IN_2_3-x"
"807";"01-01-1970 02:07:43.000";"y-S1_0"
"839";"01-01-1970 02:07:43.100";"IN_1_0"
"837";"01-01-1970 02:07:43.100";"IN_2_0"
"835";"01-01-1970 02:07:43.100";"IN_3_0"
"833";"01-01-1970 02:07:43.100";"IN_4_0"
"838";"01-01-1970 02:07:43.100";"IN_5_0"
"834";"01-01-1970 02:07:43.100";"IN_6_0"
"836";"01-01-1970 02:07:43.100";"IN_7_0"
"825";"01-01-1970 02:07:45.800";"IN_3_3-x"
"812";"01-01-1970 02:07:45.900";"IN_7_3-y"
"805";"01-01-1970 02:07:46.100";"y-S1_0"
"781";"01-01-1970 02:07:47.100";"IN_5_3-x"
"827";"01-01-1970 02:07:47.500";"IN_7_3-y"
"831";"01-01-1970 02:07:47.600";"IN_6_3-x"
"825";"01-01-1970 02:07:48.000";"IN_4_3-x"
"817";"01-01-1970 02:07:48.300";"y-S1_0"
"782";"01-01-1970 02:07:51.000";"IN_7_3-y"
"718";"01-01-1970 02:07:52.400";"y-S1_0"
"829";"01-01-1970 02:07:52.500";"IN_7_3-y"
"718";"01-01-1970 02:07:53.700";"y-S2_0"
"822";"01-01-1970 02:07:53.900";"y-S1_0"
"781";"01-01-1970 02:07:54.600";"IN_6_3-x"
"718";"01-01-1970 02:07:55.000";"y-S3_0"
"718";"01-01-1970 02:07:56.300";"y-S4_0"
"771";"01-01-1970 02:07:57.000";"y-S1_0"
"771";"01-01-1970 02:07:58.300";"y-S2_0"
"821";"01-01-1970 02:07:58.400";"IN_5_3-x"
"831";"01-01-1970 02:07:59.200";"IN_7_3-y"
"804";"01-01-1970 02:07:59.200";"y-S1_0"
"771";"01-01-1970 02:07:59.600";"y-S3_0"
"795";"01-01-1970 02:08:00.600";"IN_2_3-x"
"771";"01-01-1970 02:08:00.900";"y-S4_0"
"819";"01-01-1970 02:08:01.500";"IN_5_3-x"
"795";"01-01-1970 02:08:03.500";"IN_3_3-x"
"835";"01-01-1970 02:08:05.400";"IN_3_3-x"
"795";"01-01-1970 02:08:05.700";"IN_4_3-x"
"821";"01-01-1970 02:08:05.900";"IN_6_3-x"
"781";"01-01-1970 02:08:06.200";"IN_7_3-y"
"835";"01-01-1970 02:08:07.500";"IN_4_3-x"
"836";"01-01-1970 02:08:07.800";"IN_7_3-y"
"819";"01-01-1970 02:08:09.000";"IN_6_3-x"
"820";"01-01-1970 02:08:09.300";"y-S1_0"
"818";"01-01-1970 02:08:09.600";"IN_5_3-x"
"832";"01-01-1970 02:08:09.800";"IN_1_3-x"
"834";"01-01-1970 02:08:10.500";"IN_6_3-x"
"846";"01-01-1970 02:08:10.500";"IN_1_0"
"844";"01-01-1970 02:08:10.500";"IN_2_0"
"842";"01-01-1970 02:08:10.500";"IN_3_0"
"840";"01-01-1970 02:08:10.500";"IN_4_0"
"845";"01-01-1970 02:08:10.500";"IN_5_0"
"841";"01-01-1970 02:08:10.500";"IN_6_0"
"843";"01-01-1970 02:08:10.500";"IN_7_0"
"833";"01-01-1970 02:08:10.700";"IN_4_3-x"
"753";"01-01-1970 02:08:11.000";"z-x"
"832";"01-01-1970 02:08:11.900";"IN_2_3-x"
"832";"01-01-1970 02:08:14.900";"IN_3_3-x"
"838";"01-01-1970 02:08:16.500";"IN_5_3-x"
"832";"01-01-1970 02:08:17.100";"IN_4_3-x"
"818";"01-01-1970 02:08:17.100";"IN_6_3-x"
"821";"01-01-1970 02:08:17.500";"IN_7_3-y"
"753";"01-01-1970 02:08:19.800";"IN_1_3-x"
"819";"01-01-1970 02:08:20.600";"IN_7_3-y"
"834";"01-01-1970 02:08:22.000";"IN_7_3-y"
"753";"01-01-1970 02:08:22.000";"IN_2_3-x"
"777";"01-01-1970 02:08:22.400";"IN_5_3-x"
"824";"01-01-1970 02:08:23.000";"y-S1_0"
"838";"01-01-1970 02:08:23.900";"IN_6_3-x"
"791";"01-01-1970 02:08:24.800";"z-x"
"753";"01-01-1970 02:08:25.000";"IN_3_3-x"
"0";"01-01-1970 02:08:26.400";"y-S1_0"
"753";"01-01-1970 02:08:27.200";"IN_4_3-x"
"828";"01-01-1970 02:08:27.500";"IN_5_3-x"
"0";"01-01-1970 02:08:27.700";"y-S2_0"
"818";"01-01-1970 02:08:28.700";"IN_7_3-y"
"725";"01-01-1970 02:08:28.700";"y-S1_0"
"0";"01-01-1970 02:08:29.000";"y-S3_0"
"777";"01-01-1970 02:08:29.900";"IN_6_3-x"
"725";"01-01-1970 02:08:30.000";"y-S2_0"
"811";"01-01-1970 02:08:30.200";"y-S1_0"
"0";"01-01-1970 02:08:30.300";"y-S4_0"
"802";"01-01-1970 02:08:30.600";"IN_2_3-x"
"788";"01-01-1970 02:08:30.800";"IN_5_3-x"
"725";"01-01-1970 02:08:31.300";"y-S3_0"
"774";"01-01-1970 02:08:31.700";"y-S1_0"
"843";"01-01-1970 02:08:32.300";"IN_7_3-y"
"826";"01-01-1970 02:08:32.300";"IN_5_3-x"
"725";"01-01-1970 02:08:32.600";"y-S4_0"
"774";"01-01-1970 02:08:33.000";"y-S2_0"
"802";"01-01-1970 02:08:33.500";"IN_3_3-x"
"791";"01-01-1970 02:08:33.600";"IN_1_3-x"
"778";"01-01-1970 02:08:34.000";"y-S1_0"
"828";"01-01-1970 02:08:35.000";"IN_6_3-x"
"842";"01-01-1970 02:08:35.200";"IN_3_3-x"
"778";"01-01-1970 02:08:35.300";"y-S2_0"
"838";"01-01-1970 02:08:35.500";"IN_7_3-y"
"814";"01-01-1970 02:08:35.700";"y-S1_0"
"802";"01-01-1970 02:08:35.700";"IN_4_3-x"
"791";"01-01-1970 02:08:35.800";"IN_2_3-x"
"778";"01-01-1970 02:08:36.600";"y-S3_0"
"842";"01-01-1970 02:08:37.300";"IN_4_3-x"
"778";"01-01-1970 02:08:37.900";"y-S4_0"
"788";"01-01-1970 02:08:38.300";"IN_6_3-x"
"812";"01-01-1970 02:08:38.800";"y-S1_0"
"791";"01-01-1970 02:08:38.800";"IN_3_3-x"
"826";"01-01-1970 02:08:39.800";"IN_6_3-x"
"827";"01-01-1970 02:08:40.400";"y-S1_0"
"791";"01-01-1970 02:08:41.000";"IN_4_3-x"
"841";"01-01-1970 02:08:41.500";"IN_6_3-x"
"777";"01-01-1970 02:08:41.500";"IN_7_3-y"
"827";"01-01-1970 02:08:41.700";"y-S2_0"
"840";"01-01-1970 02:08:42.800";"IN_4_3-x"
"853";"01-01-1970 02:08:42.800";"IN_1_0"
"851";"01-01-1970 02:08:42.800";"IN_2_0"
"849";"01-01-1970 02:08:42.800";"IN_3_0"
"847";"01-01-1970 02:08:42.800";"IN_4_0"
"852";"01-01-1970 02:08:42.800";"IN_5_0"
"848";"01-01-1970 02:08:42.800";"IN_6_0"
"850";"01-01-1970 02:08:42.800";"IN_7_0"
"782";"01-01-1970 02:08:43.900";"y-S1_0"
"825";"01-01-1970 02:08:44.300";"IN_5_3-x"
"782";"01-01-1970 02:08:45.200";"y-S2_0"
"829";"01-01-1970 02:08:45.300";"y-S1_0"
"845";"01-01-1970 02:08:45.900";"IN_5_3-x"
"839";"01-01-1970 02:08:46.100";"IN_1_3-x"
"782";"01-01-1970 02:08:46.500";"y-S3_0"
"828";"01-01-1970 02:08:46.600";"IN_7_3-y"
"782";"01-01-1970 02:08:47.800";"y-S4_0"
"839";"01-01-1970 02:08:48.200";"IN_2_3-x"
"788";"01-01-1970 02:08:49.900";"IN_7_3-y"
"839";"01-01-1970 02:08:51.200";"IN_3_3-x"
"826";"01-01-1970 02:08:51.400";"IN_7_3-y"
"825";"01-01-1970 02:08:51.800";"IN_6_3-x"
"831";"01-01-1970 02:08:52.100";"y-S1_0"
"841";"01-01-1970 02:08:53.000";"IN_7_3-y"
"845";"01-01-1970 02:08:53.300";"IN_6_3-x"
"839";"01-01-1970 02:08:53.400";"IN_4_3-x"
"781";"01-01-1970 02:08:59.100";"y-S1_0"
"809";"01-01-1970 02:09:00.300";"IN_2_3-x"
"836";"01-01-1970 02:09:00.600";"y-S1_0"
"836";"01-01-1970 02:09:01.900";"y-S2_0"
"795";"01-01-1970 02:09:02.000";"IN_5_3-x"
"809";"01-01-1970 02:09:03.200";"IN_3_3-x"
"825";"01-01-1970 02:09:03.400";"IN_7_3-y"
"835";"01-01-1970 02:09:03.800";"IN_5_3-x"
"845";"01-01-1970 02:09:04.900";"IN_7_3-y"
"849";"01-01-1970 02:09:05.100";"IN_3_3-x"
"809";"01-01-1970 02:09:05.400";"IN_4_3-x"
"850";"01-01-1970 02:09:06.700";"IN_7_3-y"
"833";"01-01-1970 02:09:06.900";"IN_5_3-x"
"849";"01-01-1970 02:09:07.200";"IN_4_3-x"
"795";"01-01-1970 02:09:09.500";"IN_6_3-x"
"847";"01-01-1970 02:09:10.400";"IN_4_3-x"
"821";"01-01-1970 02:09:10.400";"y-S1_0"
"835";"01-01-1970 02:09:11.300";"IN_6_3-x"
"832";"01-01-1970 02:09:13.400";"IN_5_3-x"
"846";"01-01-1970 02:09:13.500";"IN_1_3-x"
"819";"01-01-1970 02:09:13.500";"y-S1_0"
"860";"01-01-1970 02:09:14.000";"IN_1_0"
"858";"01-01-1970 02:09:14.000";"IN_2_0"
"856";"01-01-1970 02:09:14.000";"IN_3_0"
"854";"01-01-1970 02:09:14.000";"IN_4_0"
"859";"01-01-1970 02:09:14.000";"IN_5_0"
"855";"01-01-1970 02:09:14.000";"IN_6_0"
"857";"01-01-1970 02:09:14.000";"IN_7_0"
"833";"01-01-1970 02:09:14.400";"IN_6_3-x"
"834";"01-01-1970 02:09:14.900";"y-S1_0"
"767";"01-01-1970 02:09:15.600";"z-x"
"846";"01-01-1970 02:09:15.600";"IN_2_3-x"
"848";"01-01-1970 02:09:16.100";"IN_6_3-x"
"852";"01-01-1970 02:09:16.200";"IN_5_3-x"
"834";"01-01-1970 02:09:16.200";"y-S2_0"
"846";"01-01-1970 02:09:18.600";"IN_3_3-x"
"846";"01-01-1970 02:09:20.800";"IN_4_3-x"
"832";"01-01-1970 02:09:20.900";"IN_6_3-x"
"795";"01-01-1970 02:09:21.100";"IN_7_3-y"
"818";"01-01-1970 02:09:21.600";"y-S1_0"
"835";"01-01-1970 02:09:22.900";"IN_7_3-y"
"753";"01-01-1970 02:09:23.500";"IN_5_3-x"
"852";"01-01-1970 02:09:23.600";"IN_6_3-x"
"767";"01-01-1970 02:09:24.400";"IN_1_3-x"
"843";"01-01-1970 02:09:25.100";"y-S1_0"
"833";"01-01-1970 02:09:26.000";"IN_7_3-y"
"817";"01-01-1970 02:09:26.700";"z-x"
"767";"01-01-1970 02:09:26.600";"IN_2_3-x"
"848";"01-01-1970 02:09:27.600";"IN_7_3-y"
"838";"01-01-1970 02:09:28.400";"y-S1_0"
"767";"01-01-1970 02:09:29.600";"IN_3_3-x"
"753";"01-01-1970 02:09:31.000";"IN_6_3-x"
"767";"01-01-1970 02:09:31.800";"IN_4_3-x"
"802";"01-01-1970 02:09:32.000";"IN_5_3-x"
"832";"01-01-1970 02:09:32.500";"IN_7_3-y"
"842";"01-01-1970 02:09:33.600";"IN_5_3-x"
"777";"01-01-1970 02:09:34.400";"y-S1_0"
"852";"01-01-1970 02:09:35.200";"IN_7_3-y"
"817";"01-01-1970 02:09:35.500";"IN_1_3-x"
"777";"01-01-1970 02:09:35.700";"y-S2_0"
"856";"01-01-1970 02:09:36.300";"IN_3_3-x"
"857";"01-01-1970 02:09:36.800";"IN_7_3-y"
"777";"01-01-1970 02:09:37.000";"y-S3_0"
"791";"01-01-1970 02:09:37.300";"IN_5_3-x"
"804";"01-01-1970 02:09:37.600";"z-x"
"817";"01-01-1970 02:09:37.700";"IN_2_3-x"
"777";"01-01-1970 02:09:38.300";"y-S4_0"
"856";"01-01-1970 02:09:38.400";"IN_4_3-x"
"840";"01-01-1970 02:09:39.000";"IN_5_3-x"
"828";"01-01-1970 02:09:39.500";"y-S1_0"
"802";"01-01-1970 02:09:39.500";"IN_6_3-x"
"817";"01-01-1970 02:09:40.700";"IN_3_3-x"
"842";"01-01-1970 02:09:41.100";"IN_6_3-x"
"753";"01-01-1970 02:09:42.600";"IN_7_3-y"
"788";"01-01-1970 02:09:42.800";"y-S1_0"
"817";"01-01-1970 02:09:42.900";"IN_4_3-x"
"826";"01-01-1970 02:09:44.300";"y-S1_0"
"854";"01-01-1970 02:09:44.600";"IN_4_3-x"
"791";"01-01-1970 02:09:44.800";"IN_6_3-x"
"826";"01-01-1970 02:09:45.600";"y-S2_0"
"841";"01-01-1970 02:09:45.900";"y-S1_0"
"804";"01-01-1970 02:09:46.400";"IN_1_3-x"
"840";"01-01-1970 02:09:46.500";"IN_6_3-x"
"859";"01-01-1970 02:09:47.400";"IN_5_3-x"
"853";"01-01-1970 02:09:48.100";"IN_1_3-x"
"855";"01-01-1970 02:09:48.200";"IN_6_3-x"
"804";"01-01-1970 02:09:48.600";"IN_2_3-x"
"867";"01-01-1970 02:09:48.800";"IN_1_0"
"865";"01-01-1970 02:09:48.800";"IN_2_0"
"863";"01-01-1970 02:09:48.800";"IN_3_0"
"861";"01-01-1970 02:09:48.800";"IN_4_0"
"866";"01-01-1970 02:09:48.800";"IN_5_0"
"862";"01-01-1970 02:09:48.800";"IN_6_0"
"864";"01-01-1970 02:09:48.800";"IN_7_0"
"839";"01-01-1970 02:09:49.700";"IN_5_3-x"
"853";"01-01-1970 02:09:50.200";"IN_2_3-x"
"802";"01-01-1970 02:09:51.100";"IN_7_3-y"
"804";"01-01-1970 02:09:51.600";"IN_3_3-x"
"842";"01-01-1970 02:09:52.700";"IN_7_3-y"
"816";"01-01-1970 02:09:53.000";"IN_2_3-x"
"853";"01-01-1970 02:09:53.200";"IN_3_3-x"
"804";"01-01-1970 02:09:53.800";"IN_4_3-x"
"859";"01-01-1970 02:09:54.800";"IN_6_3-x"
"853";"01-01-1970 02:09:55.400";"IN_4_3-x"
"816";"01-01-1970 02:09:55.900";"IN_3_3-x"
"825";"01-01-1970 02:09:56.300";"y-S1_0"
"791";"01-01-1970 02:09:56.400";"IN_7_3-y"
"839";"01-01-1970 02:09:57.200";"IN_6_3-x"
"845";"01-01-1970 02:09:57.800";"y-S1_0"
"840";"01-01-1970 02:09:58.100";"IN_7_3-y"
"816";"01-01-1970 02:09:58.100";"IN_4_3-x"
"845";"01-01-1970 02:09:59.100";"y-S2_0"
"850";"01-01-1970 02:09:59.500";"y-S1_0"
"855";"01-01-1970 02:09:59.700";"IN_7_3-y"
"809";"01-01-1970 02:10:01.700";"IN_5_3-x"
"849";"01-01-1970 02:10:03.500";"IN_5_3-x"
"859";"01-01-1970 02:10:06.400";"IN_7_3-y"
"847";"01-01-1970 02:10:06.600";"IN_5_3-x"
"839";"01-01-1970 02:10:08.800";"IN_7_3-y"
"809";"01-01-1970 02:10:09.200";"IN_6_3-x"
"864";"01-01-1970 02:10:10.600";"IN_7_3-y"
"849";"01-01-1970 02:10:11.000";"IN_6_3-x"
"863";"01-01-1970 02:10:11.100";"IN_3_3-x"
"863";"01-01-1970 02:10:13.200";"IN_4_3-x"
"795";"01-01-1970 02:10:14.000";"y-S1_0"
"847";"01-01-1970 02:10:14.100";"IN_6_3-x"
"874";"01-01-1970 02:10:14.700";"IN_1_0"
"872";"01-01-1970 02:10:14.700";"IN_2_0"
"870";"01-01-1970 02:10:14.700";"IN_3_0"
"868";"01-01-1970 02:10:14.700";"IN_4_0"
"873";"01-01-1970 02:10:14.700";"IN_5_0"
"869";"01-01-1970 02:10:14.700";"IN_6_0"
"871";"01-01-1970 02:10:14.700";"IN_7_0"
"835";"01-01-1970 02:10:15.800";"y-S1_0"
"862";"01-01-1970 02:10:16.000";"IN_6_3-x"
"861";"01-01-1970 02:10:16.400";"IN_4_3-x"
"0";"01-01-1970 02:10:16.800";"z-x"
"860";"01-01-1970 02:10:17.000";"IN_1_3-x"
"835";"01-01-1970 02:10:17.100";"y-S2_0"
"846";"01-01-1970 02:10:17.100";"IN_5_3-x"
"833";"01-01-1970 02:10:18.900";"y-S1_0"
"860";"01-01-1970 02:10:19.100";"IN_2_3-x"
"848";"01-01-1970 02:10:20.500";"y-S1_0"
"809";"01-01-1970 02:10:20.800";"IN_7_3-y"
"848";"01-01-1970 02:10:21.800";"y-S2_0"
"860";"01-01-1970 02:10:22.100";"IN_3_3-x"
"866";"01-01-1970 02:10:22.200";"IN_5_3-x"
"849";"01-01-1970 02:10:22.600";"IN_7_3-y"
"860";"01-01-1970 02:10:24.300";"IN_4_3-x"
"846";"01-01-1970 02:10:24.600";"IN_6_3-x"
"832";"01-01-1970 02:10:25.400";"y-S1_0"
"0";"01-01-1970 02:10:25.600";"IN_1_3-x"
"827";"01-01-1970 02:10:25.800";"z-x"
"847";"01-01-1970 02:10:25.700";"IN_7_3-y"
"812";"01-01-1970 02:10:27.500";"z-x"
"862";"01-01-1970 02:10:27.500";"IN_7_3-y"
"0";"01-01-1970 02:10:27.800";"IN_2_3-x"
"852";"01-01-1970 02:10:28.100";"y-S1_0"
"767";"01-01-1970 02:10:28.100";"IN_5_3-x"
"829";"01-01-1970 02:10:29.100";"z-x"
"857";"01-01-1970 02:10:29.600";"y-S1_0"
"857";"01-01-1970 02:10:30.900";"y-S2_0"
"753";"01-01-1970 02:10:35.500";"y-S1_0"
"871";"01-01-1970 02:10:36.500";"IN_7_3-y"
"753";"01-01-1970 02:10:36.800";"y-S2_0"
"753";"01-01-1970 02:10:38.100";"y-S3_0"
"753";"01-01-1970 02:10:39.400";"y-S4_0"
"868";"01-01-1970 02:10:42.300";"IN_4_3-x"
"802";"01-01-1970 02:10:44.000";"y-S1_0"
"842";"01-01-1970 02:10:45.600";"y-S1_0"
"842";"01-01-1970 02:10:46.900";"y-S2_0"
"791";"01-01-1970 02:10:49.300";"y-S1_0"
"791";"01-01-1970 02:10:50.600";"y-S2_0"
"840";"01-01-1970 02:10:51.000";"y-S1_0"
"867";"01-01-1970 02:10:51.800";"IN_1_3-x"
"791";"01-01-1970 02:10:51.900";"y-S3_0"
"855";"01-01-1970 02:10:52.600";"y-S1_0"
"791";"01-01-1970 02:10:53.200";"y-S4_0"
"855";"01-01-1970 02:10:53.900";"y-S2_0"
"881";"01-01-1970 02:10:54.500";"IN_1_0"
"879";"01-01-1970 02:10:54.500";"IN_2_0"
"877";"01-01-1970 02:10:54.500";"IN_3_0"
"875";"01-01-1970 02:10:54.500";"IN_4_0"
"880";"01-01-1970 02:10:54.500";"IN_5_0"
"876";"01-01-1970 02:10:54.500";"IN_6_0"
"878";"01-01-1970 02:10:54.500";"IN_7_0"
"859";"01-01-1970 02:10:59.300";"y-S1_0"
"878";"01-01-1970 02:11:16.300";"IN_7_3-y"
"888";"01-01-1970 02:11:43.200";"IN_1_0"
"886";"01-01-1970 02:11:43.200";"IN_2_0"
"884";"01-01-1970 02:11:43.200";"IN_3_0"
"882";"01-01-1970 02:11:43.200";"IN_4_0"
"887";"01-01-1970 02:11:43.200";"IN_5_0"
"883";"01-01-1970 02:11:43.200";"IN_6_0"
"885";"01-01-1970 02:11:43.200";"IN_7_0"
"895";"01-01-1970 02:12:16.400";"IN_1_0"
"891";"01-01-1970 02:12:16.400";"IN_3_0"
"889";"01-01-1970 02:12:16.400";"IN_4_0"
"894";"01-01-1970 02:12:16.400";"IN_5_0"
"890";"01-01-1970 02:12:16.400";"IN_6_0"
"892";"01-01-1970 02:12:16.400";"IN_7_0"
"866";"01-01-1970 02:12:16.800";"IN_6_3-x"
"873";"01-01-1970 02:12:17.100";"IN_5_3-x"
"839";"01-01-1970 02:12:17.500";"y-S1_0"
"874";"01-01-1970 02:12:18.000";"IN_1_3-x"
"0";"01-01-1970 02:12:18.000";"IN_3_3-x"
"869";"01-01-1970 02:12:18.300";"IN_6_3-x"
"885";"01-01-1970 02:12:18.300";"IN_7_3-y"
"880";"01-01-1970 02:12:18.700";"IN_5_3-x"
"867";"01-01-1970 02:12:18.700";"IN_2_3-x"
"864";"01-01-1970 02:12:19.200";"y-S1_0"
"881";"01-01-1970 02:12:19.400";"IN_1_3-x"
"876";"01-01-1970 02:12:19.900";"IN_6_3-x"
"874";"01-01-1970 02:12:20.100";"IN_2_3-x"
"0";"01-01-1970 02:12:20.200";"IN_4_3-x"
"864";"01-01-1970 02:12:20.500";"y-S2_0"
"881";"01-01-1970 02:12:21.500";"IN_2_3-x"
"867";"01-01-1970 02:12:21.700";"IN_3_3-x"
"827";"01-01-1970 02:12:21.800";"IN_1_3-x"
"856";"01-01-1970 02:12:21.900";"IN_5_3-x"
"767";"01-01-1970 02:12:22.800";"IN_6_3-x"
"874";"01-01-1970 02:12:23.100";"IN_3_3-x"
"846";"01-01-1970 02:12:23.400";"IN_7_3-y"
"812";"01-01-1970 02:12:23.500";"IN_1_3-x"
"887";"01-01-1970 02:12:23.700";"IN_5_3-x"
"867";"01-01-1970 02:12:23.900";"IN_4_3-x"
"827";"01-01-1970 02:12:24.000";"IN_2_3-x"
"881";"01-01-1970 02:12:24.500";"IN_3_3-x"
"873";"01-01-1970 02:12:24.500";"IN_6_3-x"
"829";"01-01-1970 02:12:25.100";"IN_1_3-x"
"874";"01-01-1970 02:12:25.300";"IN_4_3-x"
